,text,date,relative_time,author_first_name,author_last_name,author_headline,comments,reposts,total_reactions,media_type,is_repost,engagement,target,cleaned_text,hashtags,mentions,text_for_bert,topic_from_bert,part_of_day,len
43,"Our AE team is obliterating their quota. They’ve closed $196k of ARR in a week

If they keep up this pace, we’re on track to closing over $10.2m every year

With 2 more AEs starting this month & a huge product update about to drop, this number should only be skyrocketing moving forward

This close rate and deal velocity is insanely high for an early-stage startup – how are we doing it?

1. We thoroughly understand our customer base

We’ve talked to 1000s of prospects to ensure we document and understand the actual pain points sales teams face and can paint Artisan as a compelling solution 

2. We’ve built a product that buyers are desperate to use

We have by far the most advanced AI SDR on the market and teams are actively searching for solutions to their declining lead flow

We combine dozens of data sources, with the best-in-class personalization and multi-channel outreach, all in one place

Our platform’s extraordinary UI/UX is obvious on demos – we’ve put a lot of effort into building the most functional platform for sales teams, and it shows

We’ve been using Ava ourselves for lead generation, which is also why we’ve been experiencing such fast growth – we’re automating outbound, so our reps can fully focus on converting warm leads into customers

3. Our sales pipeline is fully automated

Our Strategy & Ops team have completely automated our sales pipeline, so our reps can focus on closing deals instead of doing admin

4. We generate consistent inbound leads

We generate 10s of inbound leads every day through LinkedIn, SEO, Word of Mouth, and a few other channels. If you want to see the channels we use, head to https://lnkd.in/eJHJ9yEj

If you're interested in chatting to our superstar AE team and learning more about our AI SDR, Ava head to: https://lnkd.in/erKwdu4i",2024-09-10 17:01:20,7 months ago • Visible to anyone on or off LinkedIn,Jaspar,Carmichael-Jack,"Founder & CEO at Artisan 🦄 | Building AI Employees | Hire Ava, Our AI BDR Artisan",17,3,219,image,No,259,No,Our AE team is obliterating their quota Theyve closed 196k of ARR in a week If they keep up this pace were on track to closing over 102m every year With 2 more AEs starting this month a huge product update about to drop this number should only be skyrocketing moving forward This close rate and deal velocity is insanely high for an earlystage startup how are we doing it 1 We thoroughly understand our customer base Weve talked to 1000s of prospects to ensure we document and understand the actual pain points sales teams face and can paint Artisan as a compelling solution 2 Weve built a product that buyers are desperate to use We have by far the most advanced AI SDR on the market and teams are actively searching for solutions to their declining lead flow We combine dozens of data sources with the bestinclass personalization and multichannel outreach all in one place Our platforms extraordinary UIUX is obvious on demos weve put a lot of effort into building the most functional platform for sales teams and it shows Weve been using Ava ourselves for lead generation which is also why weve been experiencing such fast growth were automating outbound so our reps can fully focus on converting warm leads into customers 3 Our sales pipeline is fully automated Our Strategy Ops team have completely automated our sales pipeline so our reps can focus on closing deals instead of doing admin 4 We generate consistent inbound leads We generate 10s of inbound leads every day through LinkedIn SEO Word of Mouth and a few other channels If you want to see the channels we use head to If youre interested in chatting to our superstar AE team and learning more about our AI SDR Ava head to,[],[],team obliterate quota close 196k arr week pace track close year aes start month huge product update drop number skyrocket move forward close rate deal velocity insanely high early stage startup thoroughly understand customer base talk 1000 prospect ensure document understand actual pain point sale team face paint artisan compelling solution build product buyer desperate use far advanced sdr market team actively search solution decline lead flow combine dozen datum source good class personalization multi channel outreach place platform extraordinary obvious demo lot effort build functional platform sale team show ava lead generation experience fast growth automate outbound rep fully focus convert warm lead customer sale pipeline fully automate strategy ops team completely automate sale pipeline rep focus closing deal instead admin generate consistent inbound lead generate inbound lead day linkedin seo word mouth channel want channel use head https://lnkd.in/ejhj9yej interested chat superstar team learn sdr ava head https://lnkd.in/erkwdu4i,0,Evening,1802
69,"🚀 Get Your Startup in Front of Hundreds of Investors – Apply Now! 🚀

Startups, this is your moment! For the next 48 hours, every company that applies for funding through LvlUp Ventures will get:

✅ Featured in our Investor Newsletter – Reaching hundreds of VCs, angels, and LPs actively looking for new deals.
✅ A Spotlight on Our Blog – Showcasing your startup to our entire network.

We know how hard fundraising can be. That’s why we’re giving you instant exposure to investors who are actively writing checks.

No strings attached. Just follow the instructions below and we’ll put your company in front of the right people.

⏳ Deadline: 48 hours from now!
📩 Apply here: https://lnkd.in/e3tnQh9G
💬 Like this post and Comment your Startup Name and One-Liner.

Let’s get your startup funded!

#LvlUpVentures #StartupFunding #VentureCapital #Fundraising #Entrepreneurship #Startups #FounderLife #VC #InvestorConnections
#Startup #Funding #Investor #Seed #PreSeed",2025-03-12 17:06:42,1 month ago • Visible to anyone on or off LinkedIn,Adam,Ned,Principal | LvlUp Ventures | Early Stage Investment,49,14,132,image,Yes,258,No,Get Your Startup in Front of Hundreds of Investors Apply Now Startups this is your moment For the next 48 hours every company that applies for funding through LvlUp Ventures will get Featured in our Investor Newsletter Reaching hundreds of VCs angels and LPs actively looking for new deals A Spotlight on Our Blog Showcasing your startup to our entire network We know how hard fundraising can be Thats why were giving you instant exposure to investors who are actively writing checks No strings attached Just follow the instructions below and well put your company in front of the right people Deadline 48 hours from now Apply here Like this post and Comment your Startup Name and OneLiner Lets get your startup funded,"['#lvlupventures', '#startupfunding', '#venturecapital', '#fundraising', '#entrepreneurship', '#startups', '#founderlife', '#vc', '#investorconnections', '#startup', '#funding', '#investor', '#seed', '#preseed']",[],startup hundred investors apply startup moment hour company apply funding lvlup ventures feature investor newsletter reach hundred vcs angel lps actively look new deal spotlight blog showcase startup entire network know hard fundraising give instant exposure investor actively write check string attach follow instruction company right people deadline hour apply https://lnkd.in/e3tnqh9 like post comment startup liner let startup fund lvlupventure startupfunding venturecapital fundraising entrepreneurship startups founderlife investorconnections startup funding investor seed preseed,1,Evening,962
35,"I wanted to take a second to introduce our new CTO, Ming Li!

Ming has an incredible amount of engineering leadership experience, most recently as a VP at Deel, and at Rippling prior to that

Engineering leaders often end up abstracted from the code and focus purely on people management

Ming is different

He’s a rare blend of both—exceptional with people, and still very much in the trenches with the team. Since joining Artisan just two weeks ago, he’s been hands-on: shipping features, unblocking engineers, and getting deep into the weeds alongside the team

He’s already brought on some incredible engineers he worked with at Rippling, helping us ramp up product velocity as we double down on building fast, shipping quality, and delivering real results for our customers

It’s an exciting time at Artisan—and we’re just getting started

Stay tuned 🚀

And if you're looking to work with a world-class team (technical or otherwise), we’re hiring: artisan.co/careers",2025-03-26 19:29:51,3 weeks ago • Visible to anyone on or off LinkedIn,Jaspar,Carmichael-Jack,"Founder & CEO at Artisan 🦄 | Building AI Employees | Hire Ava, Our AI BDR Artisan",17,3,202,No media,No,242,No,I wanted to take a second to introduce our new CTO Ming Li Ming has an incredible amount of engineering leadership experience most recently as a VP at Deel and at Rippling prior to that Engineering leaders often end up abstracted from the code and focus purely on people management Ming is different Hes a rare blend of bothexceptional with people and still very much in the trenches with the team Since joining Artisan just two weeks ago hes been handson shipping features unblocking engineers and getting deep into the weeds alongside the team Hes already brought on some incredible engineers he worked with at Rippling helping us ramp up product velocity as we double down on building fast shipping quality and delivering real results for our customers Its an exciting time at Artisanand were just getting started Stay tuned And if youre looking to work with a worldclass team technical or otherwise were hiring artisancocareers,[],[],want introduce new cto ming ming incredible engineering leadership experience recently deel ripple prior engineering leader end abstract code focus purely people management ming different rare blend exceptional people trench team join artisan week ago hand shipping feature unblock engineer get deep weed alongside team bring incredible engineer work rippling help ramp product velocity double build fast ship quality deliver real result customer exciting time artisan getting start stay tune look work world class team technical hire artisan.co/career,0,Evening,971
15,"Artisan Raises $11.5 Seed Round To Launch AI Employee For Sales Teams ⚡ 

Artisan, an SF-based company deploying human-like AI employees to replace the legacy GTM stack, has announced a $11.5 million Seed Round led by Oliver Jung, with participation from Y Combinator, HubSpot Ventures, Day One Ventures, Fellows Fund, Soma Capital, BOND, 10x Founders, Bayhouse Capital, Sequoia Scout, and others. 

Founded by the remarkable 23-year-old Jaspar Carmichael-Jack (I had so much fun talking to him last week!) they’ve already achieved $1 million in ARR in just 3 months, with over 120 customers onboard, including Treatwell, Fondo, and Rho. 

Read my recent article for Forbes about how they plan to drive the next industrial revolution. 

https://lnkd.in/gpD4SjuD

#Forbes #ArtisanAI
Tina Sang Jenny Chao Tara Harandi-Zadeh",2024-09-30 19:31:11,6 months ago • Visible to anyone on or off LinkedIn,Dasha,Shunina,"GTM @Puzzle | Founder of @Women Tech Meetup, @THE GATHERING | Forbes Contributor Venture Capital | YouTube - Talks With Dasha",23,3,183,image,Yes,235,No,Artisan Raises 115 Seed Round To Launch AI Employee For Sales Teams Artisan an SFbased company deploying humanlike AI employees to replace the legacy GTM stack has announced a 115 million Seed Round led by Oliver Jung with participation from Y Combinator HubSpot Ventures Day One Ventures Fellows Fund Soma Capital BOND 10x Founders Bayhouse Capital Sequoia Scout and others Founded by the remarkable 23yearold Jaspar CarmichaelJack I had so much fun talking to him last week theyve already achieved 1 million in ARR in just 3 months with over 120 customers onboard including Treatwell Fondo and Rho Read my recent article for Forbes about how they plan to drive the next industrial revolution Tina Sang Jenny Chao Tara HarandiZadeh,"['#forbes', '#artisanai']",[],artisan raise seed round launch employee sale teams artisan base company deploy human like employee replace legacy gtm stack announce seed round lead oliver jung participation combinator hubspot ventures day ventures fellows fund soma capital bond 10x founder bayhouse capital sequoia scout found remarkable year old jaspar carmichael jack fun talk week achieve arr month customer onboard include treatwell fondo rho read recent article forbes plan drive industrial revolution https://lnkd.in/gpd4sjud forbes artisanai tina sing jenny chao tara harandi zadeh,0,Evening,821
10,"We kicked off 2025 at Artisan by celebrating our wins with a team offsite in Bali 🏝️ 

As much as our CEO Jaspar Carmichael-Jack likes to talk about our 70+ hour work weeks, we still know when to take breaks and appreciate everything we’ve achieved so far 😉 

It was the perfect way to kick off the new year - our team mapped out all of the ambitious goals that we want to achieve, including:

- Growing the team from 30 to 100+ people
- Scaling to $xxM ARR
- Streamlining our internal processes to become one of the most efficient teams in Silicon Valley
- Many more outrageous marketing campaigns like our Stop Hiring Humans one (but hopefully fewer death threats 😂)
- Moving into new verticals that will soon be announced 👀

We’re not just building a product, we’re shaping the future of work. And to achieve these goals, we’re going to need the best team possible. If that's you, apply at artisan.co/careers

It’s one of the most exciting times to join Artisan – if you thought our growth last year was incredible, this year we’re planning to 10x it. And we have A LOT of exciting announcements coming very soon

It’s time to go from 1 to 10. Are you with us? 🚀",2025-01-13 17:26:40,3 months ago • Visible to anyone on or off LinkedIn,Tina,Sang,Chief of Staff @ Artisan | Building Industry-Leading AI Employees,18,1,183,video,Yes,219,No,We kicked off 2025 at Artisan by celebrating our wins with a team offsite in Bali As much as our CEO Jaspar CarmichaelJack likes to talk about our 70 hour work weeks we still know when to take breaks and appreciate everything weve achieved so far It was the perfect way to kick off the new year our team mapped out all of the ambitious goals that we want to achieve including Growing the team from 30 to 100 people Scaling to xxM ARR Streamlining our internal processes to become one of the most efficient teams in Silicon Valley Many more outrageous marketing campaigns like our Stop Hiring Humans one but hopefully fewer death threats Moving into new verticals that will soon be announced Were not just building a product were shaping the future of work And to achieve these goals were going to need the best team possible If thats you apply at artisancocareers Its one of the most exciting times to join Artisan if you thought our growth last year was incredible this year were planning to 10x it And we have A LOT of exciting announcements coming very soon Its time to go from 1 to 10 Are you with us,[],[],kick artisan celebrate win team offsite bali ceo jaspar carmichael jack like talk hour work week know break appreciate achieve far perfect way kick new year team map ambitious goal want achieve include grow team people scale xxm arr streamline internal process efficient team silicon valley outrageous marketing campaign like stop hire human hopefully few death threat move new vertical soon announce build product shape future work achieve goal need good team possible apply artisan.co/career exciting time join artisan think growth year incredible year plan 10x lot exciting announcement come soon time,0,Evening,1165
27,"I'm thrilled to announce that I've joined Artisan as the first Account Executive based in EMEA! 

After an incredible journey at Meltwater, where I had the privilege of meeting some amazing people and learning invaluable lessons, I'm ready for this new chapter. I am so grateful for my time at Meltwater and all the support from my colleagues along the way.

Artisan is revolutionizing the business development process with its AI worker, Ava, who automates tasks that previously took up countless hours of my day. Having worked as both a BDR and Account Executive, I've always been responsible for building out my entire pipeline from scratch. I know firsthand the amount of effort that goes into prospecting and crafting outreach emails to generate new business meetings. When I learned about Artisan AI and the capabilities of Ava, I knew I had to be part of this journey.

You can see from my calendar just how impactful this tool is already! 🙌

I'm beyond excited to contribute to Artisan AI's mission and help businesses grow more efficiently. Here's to the next chapter and a future powered by automation!

Jaspar Carmichael-Jack Sam Stallings Tina Sang",2024-08-19 23:34:31,7 months ago • Edited • Visible to anyone on or off LinkedIn,James,Hayes,"Senior Account Executive at Artisan | Hire Ava, our AI BDR",41,1,123,images,Yes,207,No,Im thrilled to announce that Ive joined Artisan as the first Account Executive based in EMEA After an incredible journey at Meltwater where I had the privilege of meeting some amazing people and learning invaluable lessons Im ready for this new chapter I am so grateful for my time at Meltwater and all the support from my colleagues along the way Artisan is revolutionizing the business development process with its AI worker Ava who automates tasks that previously took up countless hours of my day Having worked as both a BDR and Account Executive Ive always been responsible for building out my entire pipeline from scratch I know firsthand the amount of effort that goes into prospecting and crafting outreach emails to generate new business meetings When I learned about Artisan AI and the capabilities of Ava I knew I had to be part of this journey You can see from my calendar just how impactful this tool is already Im beyond excited to contribute to Artisan AIs mission and help businesses grow more efficiently Heres to the next chapter and a future powered by automation Jaspar CarmichaelJack Sam Stallings Tina Sang,[],[],thrilled announce join artisan account executive base emea incredible journey meltwater privilege meet amazing people learn invaluable lesson ready new chapter grateful time meltwater support colleague way artisan revolutionize business development process worker ava automate task previously take countless hour day having work bdr account executive responsible build entire pipeline scratch know firsthand effort prospect craft outreach email generate new business meeting learn artisan capability ava know journey calendar impactful tool excited contribute artisan mission help business grow efficiently chapter future power automation jaspar carmichael jack sam stallings tina sang,0,Night,1160
64,"The “friends & family” round is a myth for most founders 😲 

No one talks enough about how hard it is to raise at the Pre-Seed and Seed stage when:

You don’t come from Stanford or Harvard
You don’t have a wealthy network
Your deck isn’t getting replies
And your traction is ""early... but promising""

Yet somehow, you're expected to raise hundreds of thousands of dollars to build your MVP, grow your team, or just buy time to focus.

Here’s the truth: Fundraising at this stage isn’t just hard — it’s opaque, inefficient, and often biased toward founders with connections, not capability.

We're combating this at LvlUp Ventures.

Our mission is simple: help great founders raise capital faster — not because of who they know, but because of what they’re building.

We work with 15+ funding partners who actively invest in Pre-Seed and Seed rounds. We don’t charge founders a dime. We make warm intros, host investor events, and even help refine your materials if needed.

If you’re raising — or thinking about it — apply to our network. One app = exposure to dozens of investors.

👉 Apply Now: https://lnkd.in/gwh3vHaQ

#Fundraising #PreSeed #SeedFunding #StartupFunding #Founders #VC #StartupLife #AccessToCapital #StartupCommunity #InvestInBuilders #Startup #Investing #Entrepreneurship #Tech",2025-04-01 20:35:32,2 weeks ago • Visible to anyone on or off LinkedIn,Brandon,Maier,Growth Focused Value Driven Early Stage VC,25,11,135,image,Yes,207,No,The friends family round is a myth for most founders No one talks enough about how hard it is to raise at the PreSeed and Seed stage when You dont come from Stanford or Harvard You dont have a wealthy network Your deck isnt getting replies And your traction is early but promising Yet somehow youre expected to raise hundreds of thousands of dollars to build your MVP grow your team or just buy time to focus Heres the truth Fundraising at this stage isnt just hard its opaque inefficient and often biased toward founders with connections not capability Were combating this at LvlUp Ventures Our mission is simple help great founders raise capital faster not because of who they know but because of what theyre building We work with 15 funding partners who actively invest in PreSeed and Seed rounds We dont charge founders a dime We make warm intros host investor events and even help refine your materials if needed If youre raising or thinking about it apply to our network One app exposure to dozens of investors Apply Now,"['#fundraising', '#preseed', '#seedfunding', '#startupfunding', '#founders', '#vc', '#startuplife', '#accesstocapital', '#startupcommunity', '#investinbuilders', '#startup', '#investing', '#entrepreneurship', '#tech']",[],friend family round myth founder talk hard raise pre seed seed stage come stanford harvard wealthy network deck get reply traction early promise expect raise hundred thousand dollar build mvp grow team buy time focus truth fundraising stage hard opaque inefficient bias founder connection capability combat lvlup ventures mission simple help great founder raise capital fast know build work fund partner actively invest pre seed seed round charge founder dime warm intro host investor event help refine material need raise think apply network app exposure dozen investor apply https://lnkd.in/gwh3vhaq fundraise preseed seedfunding startupfunding founder startuplife accesstocapital startupcommunity investinbuilder startup invest entrepreneurship tech,1,Evening,1296
28,"🎉 50 Deals – Not Out! 🏏

Three months and two days ago, I joined Artisan. Today, I’m proud to share that I’ve just closed my 50th deal! 🙌

Reflecting on this milestone, I wanted to share some of the strategies that have helped me achieve this:

1️⃣ Ava, our AI BDR, is a game-changer – She books in all of my meetings, saving me countless hours on outbounding, to focus on actually speaking with clients.

2️⃣ Qualification matters – I ensure every call is tailored to our clients, focusing on businesses that are serious about scaling their B2B outreach.

3️⃣ Practice makes perfect – Taking ~16 calls daily means the pitch is sharp, and the demo flows naturally.

4️⃣ Dig deep into the pain points – Understanding current processes helps me highlight how Artisan can solve their challenges and add value.

5️⃣ Follow through – Saying you’ll do something and actually doing it builds trust and credibility.

6️⃣ Relentless follow-ups – Keeping every lead informed so they can make confident decisions.

7️⃣ Smile and connect – People buy from people, and building rapport goes a long way.

8️⃣ ☕ Coffee. Lots of coffee.

This journey has been an amazing ride, and I’m excited about what’s ahead. Next stop, bringing in $1M ARR...

Hats off to the developers for building an incredible product that sells itself and to my clients for trusting me with their outreach!

If you're curious about how Artisan AI can transform your sales process, let’s chat! 🚀

Jaspar Carmichael-Jack Sam Stallings
#Sales #ArtisanAI #Milestones #50Deals #AI #B2BSales",2024-11-21 18:04:23,4 months ago • Visible to anyone on or off LinkedIn,James,Hayes,"Senior Account Executive at Artisan | Hire Ava, our AI BDR",24,1,126,image,Yes,172,No,50 Deals Not Out Three months and two days ago I joined Artisan Today Im proud to share that Ive just closed my 50th deal Reflecting on this milestone I wanted to share some of the strategies that have helped me achieve this 1 Ava our AI BDR is a gamechanger She books in all of my meetings saving me countless hours on outbounding to focus on actually speaking with clients 2 Qualification matters I ensure every call is tailored to our clients focusing on businesses that are serious about scaling their B2B outreach 3 Practice makes perfect Taking 16 calls daily means the pitch is sharp and the demo flows naturally 4 Dig deep into the pain points Understanding current processes helps me highlight how Artisan can solve their challenges and add value 5 Follow through Saying youll do something and actually doing it builds trust and credibility 6 Relentless followups Keeping every lead informed so they can make confident decisions 7 Smile and connect People buy from people and building rapport goes a long way 8 Coffee Lots of coffee This journey has been an amazing ride and Im excited about whats ahead Next stop bringing in 1M ARR Hats off to the developers for building an incredible product that sells itself and to my clients for trusting me with their outreach If youre curious about how Artisan AI can transform your sales process lets chat Jaspar CarmichaelJack Sam Stallings,"['#sales', '#artisanai', '#milestones', '#50deals', '#ai', '#b2bsales']",[],deal month day ago join artisan today proud share close deal reflect milestone want share strategy help achieve 1️⃣ ava bdr game changer book meeting save countless hour outbounde focus actually speak client 2️⃣ qualification matter ensure tailor client focus business scale b2b outreach 3️⃣ practice make perfect take call daily mean pitch sharp demo flow naturally 4️⃣ dig deep pain point understand current process help highlight artisan solve challenge add value 5️⃣ follow say actually build trust credibility 6️⃣ relentless follow keep lead inform confident decision 7️⃣ smile connect people buy people building rapport long way 8️⃣ coffee lot coffee journey amazing ride excited ahead stop bring arr hat developer build incredible product sell client trust outreach curious artisan transform sale process let chat jaspar carmichael jack sam stallings sale artisanai milestones 50deal b2bsale,0,Evening,1545
6,"Over the last few weeks, I’ve had many first year MBAs reach out asking how I landed my in-semester internship at Artisan. So here’s my blueprint:

𝗦𝘁𝗮𝗿𝘁 𝗯𝘆 𝗯𝘂𝗶𝗹𝗱𝗶𝗻𝗴 𝘆𝗼𝘂𝗿 𝗹𝗼𝗻𝗴 𝘁𝗲𝗿𝗺 𝘁𝗵𝗲𝘀𝗶𝘀
- Before any outreach, I asked myself: Where do I want to be in 5–7 years?
- My answer: Product x Vertical AI Agents. Even this broad vision helped me filter my search
- The path may not always be linear, and that’s okay. But try to build towards where you want to be

𝗙𝗶𝗻𝗱 𝘀𝘁𝗮𝗿𝘁𝘂𝗽𝘀 𝘂𝘀𝗶𝗻𝗴 PitchBook
.. and apply filters that align with where you want to work
- Sector fit → I focused on AI agents
- Recent funding rounds (announced <6 months ago) → signals momentum and recruiting appetite
- Round size (>$8M) → I leaned toward Seed and Series A startups that raised enough to offer a real runway and stability

𝗦𝗲𝗻𝗱 𝗟𝗶𝗻𝗸𝗲𝗱𝗜𝗻 𝗰𝗼𝗻𝗻𝗲𝗰𝘁𝗶𝗼𝗻 𝗿𝗲𝗾𝘂𝗲𝘀𝘁𝘀 𝘄𝗶𝘁𝗵 𝗺𝗲𝘀𝘀𝗮𝗴𝗲𝘀 𝘁𝗵𝗮𝘁 𝘀𝗲𝗹𝗹 𝗬𝗢𝗨
- Everyone says “demonstrate where you can add value.” I found that… unproductive
- Startups are chaotic! You’ll never guess what’s top of mind for them
- So I focused on what I did know: my track record and my skills

𝗔𝘃𝗼𝗶𝗱 𝘁𝗵𝗲 𝘁𝗲𝗺𝗽𝘁𝗮𝘁𝗶𝗼𝗻 𝘁𝗼 𝘁𝗮𝗸𝗲 𝗼𝗻 𝘂𝗻𝗽𝗮𝗶𝗱 𝗶𝗻𝘁𝗲𝗿𝗻𝘀𝗵𝗶𝗽𝘀
- I have 5+ years of experience, and I value my time
- But more than that, if your time has no defined value, you risk being handed low leverage / low value work
- Tip for founders: I never had to chat about this with Jaspar Carmichael-Jack at Artisan. He led with a solid comp package - no posturing, no games! Told me so much about how he leads

There’s no one right way, but this worked for me!",2025-04-10 18:15:30,1 week ago • Edited • Visible to anyone on or off LinkedIn,Heena,Dabke,GenAI Product @ Artisan AI | Wharton MBA '25 | ex-BCG,7,3,146,No media,Yes,166,No,Over the last few weeks Ive had many first year MBAs reach out asking how I landed my insemester internship at Artisan So heres my blueprint Before any outreach I asked myself Where do I want to be in 57 years My answer Product x Vertical AI Agents Even this broad vision helped me filter my search The path may not always be linear and thats okay But try to build towards where you want to be PitchBook and apply filters that align with where you want to work Sector fit I focused on AI agents Recent funding rounds announced 6 months ago signals momentum and recruiting appetite Round size 8M I leaned toward Seed and Series A startups that raised enough to offer a real runway and stability Everyone says demonstrate where you can add value I found that unproductive Startups are chaotic Youll never guess whats top of mind for them So I focused on what I did know my track record and my skills I have 5 years of experience and I value my time But more than that if your time has no defined value you risk being handed low leverage low value work Tip for founders I never had to chat about this with Jaspar CarmichaelJack at Artisan He led with a solid comp package no posturing no games Told me so much about how he leads Theres no one right way but this worked for me,[],[],week year mba reach ask land semester internship artisan blueprint 𝗦𝘁𝗮𝗿𝘁 𝗯𝘂𝗶𝗹𝗱𝗶𝗻𝗴 𝘆𝗼𝘂𝗿 𝗹𝗼𝗻𝗴 𝘁𝗲𝗿𝗺 𝘁𝗵𝗲𝘀𝗶𝘀 outreach ask want 5–7 year answer product vertical agent broad vision help filter search path linear okay try build want 𝗙𝗶𝗻𝗱 𝘀𝘁𝗮𝗿𝘁𝘂𝗽𝘀 𝘂𝘀𝗶𝗻𝗴 pitchbook apply filter align want work sector fit focus agent recent funding round announce month ago signal momentum recruiting appetite round size lean seed series startup raise offer real runway stability 𝗦𝗲𝗻𝗱 𝗟𝗶𝗻𝗸𝗲𝗱𝗜𝗻 𝗰𝗼𝗻𝗻𝗲𝗰𝘁𝗶𝗼𝗻 𝗿𝗲𝗾𝘂𝗲𝘀𝘁𝘀 𝘄𝗶𝘁𝗵 𝗺𝗲𝘀𝘀𝗮𝗴𝗲𝘀 𝘁𝗵𝗮𝘁 𝘀𝗲𝗹𝗹 𝗬𝗢𝗨 say demonstrate add value find unproductive startup chaotic guess mind focus know track record skill 𝗔𝘃𝗼𝗶𝗱 𝘁𝗵𝗲 𝘁𝗲𝗺𝗽𝘁𝗮𝘁𝗶𝗼𝗻 𝘁𝗮𝗸𝗲 𝘂𝗻𝗽𝗮𝗶𝗱 𝗶𝗻𝘁𝗲𝗿𝗻𝘀𝗵𝗶𝗽𝘀 year experience value time time define value risk hand low leverage low value work tip founder chat jaspar carmichael jack artisan lead solid comp package posturing game tell lead right way work,0,Evening,1529
74,"Are you a founder looking for funding?

Consider applying to the LvlUp Ventures Super Application! With one simple application, you'll have access to 11+ funds and investment vehicles, including Expert Dojo, Santa Barbara Venture Partners, Musa Capital, Capchase, Brilliant Minds, M13 Launchpad, SPIN Labs, Outlander VC, Pegasus Angel Accelerator, and more!

You can also explore startup programs with top corporates like Fidelity Private Shares and Google, tailored to meet specific needs.

Ready to take your startup to the next level? Apply here 👇👇👇
https://lnkd.in/e3tnQh9G

#Funding #StartupGrowth #LvlUpVentures #VentureCapital #InvestorNetwork #StartupPrograms #Innovation",2024-10-23 17:25:30,5 months ago • Visible to anyone on or off LinkedIn,Adam,Ned,Principal | LvlUp Ventures | Early Stage Investment,15,15,106,image,Yes,166,No,Are you a founder looking for funding Consider applying to the LvlUp Ventures Super Application With one simple application youll have access to 11 funds and investment vehicles including Expert Dojo Santa Barbara Venture Partners Musa Capital Capchase Brilliant Minds M13 Launchpad SPIN Labs Outlander VC Pegasus Angel Accelerator and more You can also explore startup programs with top corporates like Fidelity Private Shares and Google tailored to meet specific needs Ready to take your startup to the next level Apply here,"['#funding', '#startupgrowth', '#lvlupventures', '#venturecapital', '#investornetwork', '#startupprograms', '#innovation']",[],founder look funding consider apply lvlup ventures super application simple application access fund investment vehicle include expert dojo santa barbara venture partners musa capital capchase brilliant minds m13 launchpad spin labs outlander pegasus angel accelerator explore startup program corporate like fidelity private shares google tailor meet specific need ready startup level apply https://lnkd.in/e3tnqh9 funding startupgrowth lvlupventure venturecapital investornetwork startupprograms innovation,1,Evening,679
